begin,end,sub
1492001220,1492001340,2.0
1492010700,1492010820,2.0
1492010880,1492011000,2.0
1492053480,1492053600,2.0
1492053720,1492053840,2.0
1492064940,1492065060,2.0
1492067340,1492067460,2.0
1492069800,1492069920,2.0
1492072140,1492072260,2.0
1492082400,1492082520,2.0
1492083660,1492083780,2.0
1492088880,1492089000,2.0
1492092900,1492093020,2.0
1492093200,1492093320,2.0
1492094400,1492094520,2.0
1492094520,1492094640,2.0
1492140600,1492140720,2.0
1492140720,1492140840,2.0
1492144320,1492144440,2.0
1492145760,1492145880,2.0
1492152540,1492152660,2.0
1492155060,1492155180,2.0
1492155360,1492155480,2.0
1492158060,1492158180,2.0
1492174380,1492174500,2.0
1492182180,1492182300,2.0
1492182360,1492182480,2.0
1492183920,1492184040,2.0
1492254120,1492254240,2.0
1492264560,1492264680,2.0
1492275180,1492275300,2.0
1492318860,1492318980,2.0
1492323120,1492323240,2.0
1492323660,1492323780,2.0
1492324260,1492324380,2.0
1492325100,1492325220,2.0
1492326060,1492326180,2.0
1492331040,1492331160,2.0
1492345740,1492345860,2.0
1492347600,1492347720,2.0
1492347780,1492347960,3.0
1492349220,1492349340,2.0
1492349700,1492349820,2.0
1492350960,1492351080,2.0
1492352220,1492352340,2.0
1492352880,1492353000,2.0
1492353060,1492353240,3.0
1492353240,1492353360,2.0
1492353420,1492353540,2.0
1492354260,1492354380,2.0
1492355880,1492356000,2.0
1492359180,1492359300,2.0
1492362660,1492362780,2.0
1492386960,1492387080,2.0
1492389720,1492389840,2.0
1492396140,1492396260,2.0
1492396740,1492396860,2.0
1492399320,1492399440,2.0
1492400220,1492400340,2.0
1492402200,1492402320,2.0
1492403700,1492403820,2.0
1492404660,1492404780,2.0
1492408620,1492408740,2.0
1492408860,1492408980,2.0
1492409040,1492409160,2.0
1492409400,1492409520,2.0
1492410600,1492410720,2.0
1492411320,1492411440,2.0
1492412460,1492412580,2.0
1492419360,1492419480,2.0
1492431300,1492431420,2.0
1492433940,1492434060,2.0
1492439520,1492439640,2.0
1492441140,1492441260,2.0
1492441860,1492441980,2.0
1492444200,1492444320,2.0
1492461120,1492461240,2.0
1492472940,1492473060,2.0
1492474020,1492474140,2.0
1492477560,1492477680,2.0
1492480680,1492480800,2.0
1492480800,1492480920,2.0
1492481700,1492481820,2.0
1492485600,1492485720,2.0
1492486260,1492486380,2.0
1492487460,1492487580,2.0
1492492980,1492493100,2.0
1492493460,1492493580,2.0
1492499220,1492499340,2.0
1492501380,1492501500,2.0
1492503180,1492503300,2.0
1492503660,1492503780,2.0
1492504320,1492504440,2.0
1492512900,1492513020,2.0
1492525260,1492525380,2.0
1492527960,1492528080,2.0
1492538640,1492538760,2.0
1492562040,1492562160,2.0
1492567980,1492568100,2.0
1492569420,1492569540,2.0
1492569720,1492569840,2.0
1492572120,1492572240,2.0
1492579860,1492579980,2.0
1492582140,1492582260,2.0
1492583040,1492583160,2.0
1492585440,1492585560,2.0
1492585680,1492585800,2.0
1492586160,1492586400,4.0
1492590300,1492590480,3.0
1492591140,1492591260,2.0
1492593600,1492593720,2.0
1492597140,1492597260,2.0
1492597560,1492597680,2.0
1492600920,1492601040,2.0
1492611120,1492611240,2.0
1492627860,1492627980,2.0
1492635840,1492635960,2.0
1492637160,1492637280,2.0
1492656480,1492656600,2.0
1492656600,1492656720,2.0
1492658400,1492658520,2.0
1492660680,1492660800,2.0
1492661100,1492661220,2.0
1492670520,1492670640,2.0
1492675260,1492675380,2.0
1492675380,1492675500,2.0
1492679640,1492679760,2.0
1492682760,1492682880,2.0
1492693080,1492693200,2.0
1492694220,1492694340,2.0
1492694640,1492694760,2.0
1492699920,1492700040,2.0
1492740660,1492740780,2.0
1492747980,1492748100,2.0
1492757400,1492757520,2.0
1492758060,1492758180,2.0
1492762500,1492762620,2.0
1492776720,1492776840,2.0
1492776900,1492777020,2.0
1492777260,1492777440,3.0
1492783080,1492783200,2.0
1492786380,1492786500,2.0
1492786500,1492786680,3.0
1492788060,1492788180,2.0
1492791240,1492791360,2.0
1492791480,1492791600,2.0
1492794540,1492794660,2.0
1492812300,1492812420,2.0
1492820220,1492820340,2.0
1492828920,1492829100,3.0
1492830780,1492830900,2.0
1492836300,1492836420,2.0
1492836780,1492836900,2.0
1492839600,1492839720,2.0
1492839840,1492839960,2.0
1492840080,1492840200,2.0
1492844280,1492844400,2.0
1492845900,1492846080,3.0
1492848180,1492848300,2.0
1492853820,1492853940,2.0
1492863660,1492863840,3.0
1492863900,1492864020,2.0
1492868640,1492868760,2.0
1492871580,1492871700,2.0
1492872600,1492872720,2.0
1492884660,1492884780,2.0
1492925880,1492926000,2.0
1492926240,1492926360,2.0
1492926360,1492926480,2.0
1492937760,1492937880,2.0
1492953180,1492953300,2.0
1492954380,1492954500,2.0
1492959900,1492960140,4.0
1492976160,1492976280,2.0
1492976460,1492976580,2.0
1492993860,1492993980,2.0
1492995120,1492995240,2.0
1492997400,1492997520,2.0
1493008620,1493008740,2.0
1493017020,1493017140,2.0
1493020860,1493020980,2.0
1493023680,1493023800,2.0
1493046480,1493046600,2.0
1493058360,1493058480,2.0
1493064120,1493064240,2.0
1493087280,1493087400,2.0
1493088000,1493088120,2.0
1493088240,1493088360,2.0
1493093040,1493093160,2.0
1493110920,1493111040,2.0
1493114820,1493114940,2.0
1493120940,1493121060,2.0
1493133900,1493134020,2.0
1493141940,1493142060,2.0
1493164020,1493164140,2.0
1493190480,1493190600,2.0
1493194440,1493194560,2.0
1493194560,1493194740,3.0
1493197320,1493197440,2.0
1493197440,1493197560,2.0
1493199660,1493199780,2.0
1493206140,1493206260,2.0
1493212620,1493212740,2.0
1493248560,1493248680,2.0
1493259240,1493259360,2.0
1493262060,1493262180,2.0
1493262360,1493262480,2.0
1493271000,1493271120,2.0
1493271660,1493271780,2.0
1493272020,1493272140,2.0
1493273880,1493274060,3.0
1493274120,1493274240,2.0
1493283540,1493283660,2.0
1493294760,1493294880,2.0
1493296740,1493296860,2.0
1493303580,1493303700,2.0
1493304480,1493304600,2.0
1493304840,1493304960,2.0
1493309640,1493309760,2.0
1493347800,1493347920,2.0
1493348700,1493348820,2.0
1493358540,1493358660,2.0
1493366520,1493366640,2.0
1493369340,1493369460,2.0
1493371680,1493371800,2.0
1493380020,1493380140,2.0
1493380920,1493381040,2.0
1493384040,1493384220,3.0
1493410200,1493410320,2.0
1493434800,1493434920,2.0
1493453460,1493453580,2.0
1493457420,1493457540,2.0
1493469600,1493469720,2.0
1493480100,1493480220,2.0
1493481000,1493481120,2.0
1493481120,1493481240,2.0
1493481660,1493481780,2.0
1493482080,1493482200,2.0
1493536440,1493536560,2.0
1493540400,1493540520,2.0
1493540820,1493540940,2.0
1493553060,1493553180,2.0
1493576520,1493576640,2.0
1493611800,1493611920,2.0
1493614140,1493614260,2.0
1493614380,1493614500,2.0
1493634540,1493634660,2.0
1493651100,1493651220,2.0
1493652180,1493652300,2.0
1493652420,1493652540,2.0
1493658360,1493658480,2.0
1493659080,1493659200,2.0
1493675100,1493675220,2.0
1493684820,1493684940,2.0
1493685480,1493685600,2.0
1493692980,1493693100,2.0
1493714820,1493714940,2.0
1493715180,1493715300,2.0
1493715300,1493715420,2.0
1493727060,1493727180,2.0
1493729520,1493729700,3.0
1493772780,1493772960,3.0
1493775360,1493775480,2.0
1493776620,1493776740,2.0
1493780700,1493780820,2.0
1493781180,1493781300,2.0
1493781480,1493781600,2.0
1493784840,1493785020,3.0
1493785860,1493785980,2.0
1493792160,1493792400,4.0
1493792460,1493792580,2.0
1493793720,1493812500,313.0
1493862120,1493862240,2.0
1493870220,1493870340,2.0
1493889480,1493889720,4.0
1493919720,1493919840,2.0
1493921100,1493921220,2.0
1493963280,1493963400,2.0
1493981100,1493981220,2.0
1494040920,1494041040,2.0
1494049140,1494049260,2.0
1494064200,1494064320,2.0
1494070740,1494070860,2.0
1494078120,1494078240,2.0
1494081420,1494081540,2.0
1494087480,1494087600,2.0
1494090240,1494090360,2.0
1494122520,1494122640,2.0
1494149460,1494149580,2.0
1494159960,1494160080,2.0
1494173820,1494173940,2.0
1494179400,1494179520,2.0
1494184620,1494184740,2.0
1494195000,1494195120,2.0
1494202080,1494202200,2.0
1494220980,1494221100,2.0
1494242520,1494242640,2.0
1494275880,1494276000,2.0
1494282540,1494282660,2.0
1494389940,1494390060,2.0
1494396840,1494396960,2.0
1494406920,1494407040,2.0
1494408420,1494408540,2.0
1494412860,1494412980,2.0
1494423780,1494423900,2.0
1494428700,1494428820,2.0
1494437820,1494437940,2.0
1494467640,1494467760,2.0
1494473460,1494473580,2.0
1494481500,1494481620,2.0
1494482700,1494482820,2.0
1494496380,1494496500,2.0
1494504480,1494504600,2.0
1494518580,1494518700,2.0
1494524460,1494524580,2.0
1494531600,1494531720,2.0
1494542820,1494542940,2.0
1494543480,1494543600,2.0
1494549300,1494549420,2.0
1494555780,1494555900,2.0
1494574080,1494574200,2.0
1494575580,1494575700,2.0
1494576420,1494576540,2.0
1494601800,1494601920,2.0
1494603360,1494603480,2.0
1494605040,1494605160,2.0
1494609660,1494609780,2.0
1494610860,1494610980,2.0
1494611160,1494611280,2.0
1494621000,1494621120,2.0
1494627000,1494627120,2.0
1494631860,1494631980,2.0
1494642060,1494642180,2.0
1494643680,1494643800,2.0
1494659040,1494659160,2.0
1494665940,1494666060,2.0
1494675060,1494675180,2.0
1494690960,1494691080,2.0
1494697380,1494697500,2.0
1494716520,1494716640,2.0
1494728760,1494728880,2.0
1494730320,1494730440,2.0
1494740040,1494740160,2.0
1494743100,1494743280,3.0
1494759240,1494759360,2.0
1494759600,1494759720,2.0
1494770580,1494770700,2.0
1494779880,1494780000,2.0
1494780540,1494780660,2.0
1494782100,1494782220,2.0
1494785760,1494785880,2.0
1494790200,1494790320,2.0
1494796800,1494796920,2.0
1494804420,1494804540,2.0
1494805920,1494806040,2.0
1494810300,1494810420,2.0
1494822360,1494822480,2.0
1494825540,1494825660,2.0
1494827040,1494827160,2.0
1494828180,1494828300,2.0
1494829620,1494829740,2.0
1494832740,1494832860,2.0
1494833280,1494833400,2.0
1494835080,1494835200,2.0
1494836040,1494836160,2.0
1494843900,1494844020,2.0
1494853320,1494853440,2.0
1494856080,1494856200,2.0
1494863820,1494863940,2.0
1494865920,1494866040,2.0
1494885240,1494885360,2.0
1494887280,1494887400,2.0
1494888360,1494888480,2.0
1494890340,1494890460,2.0
1494893700,1494893820,2.0
1494897600,1494897720,2.0
1494909960,1494910080,2.0
1494914220,1494914340,2.0
1494919800,1494919920,2.0
1494924060,1494924180,2.0
1494934080,1494934200,2.0
1494952620,1494952740,2.0
1494959460,1494959580,2.0
1494961620,1494961740,2.0
1494961800,1494961920,2.0
1494961920,1494962040,2.0
1494968100,1494968220,2.0
1494986100,1494986220,2.0
1494991020,1494991140,2.0
1495012560,1495012680,2.0
1495020480,1495020600,2.0
1495024200,1495024320,2.0
1495030320,1495030440,2.0
1495034100,1495034220,2.0
1495039800,1495039920,2.0
1495050660,1495050780,2.0
1495050960,1495051080,2.0
1495054080,1495054200,2.0
1495058160,1495058280,2.0
1495070760,1495070880,2.0
1495072080,1495072200,2.0
1495072800,1495072920,2.0
1495074000,1495074120,2.0
1495081080,1495081200,2.0
1495084440,1495084560,2.0
1495086960,1495087080,2.0
1495093680,1495093800,2.0
1495095960,1495096080,2.0
1495096080,1495096200,2.0
1495106100,1495106220,2.0
1495108440,1495108560,2.0
1495111800,1495111920,2.0
1495116480,1495116600,2.0
1495119060,1495119180,2.0
1495126500,1495126620,2.0
1495129080,1495129200,2.0
1495141020,1495141140,2.0
1495142820,1495142940,2.0
1495145280,1495145400,2.0
1495153380,1495153500,2.0
1495158060,1495158180,2.0
1495163340,1495163460,2.0
1495166520,1495166640,2.0
1495169640,1495169820,3.0
1495170240,1495170360,2.0
1495173660,1495173780,2.0
1495176660,1495176780,2.0
1495177380,1495177500,2.0
1495177680,1495177800,2.0
1495178580,1495178700,2.0
1495185720,1495185840,2.0
1495192560,1495192680,2.0
1495192740,1495192860,2.0
1495193040,1495193160,2.0
1495194960,1495195140,3.0
1495199520,1495199640,2.0
1495202700,1495202820,2.0
1495205880,1495206000,2.0
1495208340,1495208460,2.0
1495209180,1495209300,2.0
1495213320,1495213440,2.0
1495223640,1495223760,2.0
1495223760,1495223880,2.0
1495223880,1495224000,2.0
1495224480,1495224600,2.0
1495224720,1495224840,2.0
1495225740,1495225860,2.0
1495229880,1495230000,2.0
1495243980,1495244100,2.0
1495245840,1495245960,2.0
1495251420,1495251540,2.0
1495252200,1495252320,2.0
1495256220,1495256340,2.0
1495258080,1495258200,2.0
1495264920,1495265040,2.0
1495265040,1495265160,2.0
1495266300,1495266420,2.0
1495270560,1495270680,2.0
1495279680,1495279800,2.0
1495290240,1495290360,2.0
1495302240,1495302360,2.0
1495302540,1495302660,2.0
1495312020,1495312140,2.0
1495312440,1495312560,2.0
1495312860,1495312980,2.0
1495316160,1495316280,2.0
1495317300,1495317420,2.0
1495322700,1495322820,2.0
1495326240,1495326360,2.0
1495327440,1495327560,2.0
1495327860,1495327980,2.0
1495329120,1495329240,2.0
1495331220,1495331340,2.0
1495332000,1495332120,2.0
1495339980,1495340100,2.0
1495340160,1495340280,2.0
1495344840,1495344960,2.0
1495346040,1495346160,2.0
1495347840,1495347960,2.0
1495355400,1495355520,2.0
1495356960,1495357080,2.0
1495360500,1495360620,2.0
1495361160,1495361280,2.0
1495364340,1495364460,2.0
1495366200,1495366320,2.0
1495366860,1495366980,2.0
1495367640,1495367760,2.0
1495367820,1495367940,2.0
1495372680,1495372800,2.0
1495374300,1495374420,2.0
1495376640,1495376760,2.0
1495379220,1495379340,2.0
1495403820,1495403940,2.0
1495407420,1495407540,2.0
1495409040,1495409160,2.0
1495416300,1495416420,2.0
1495416420,1495416540,2.0
1495416900,1495417080,3.0
1495417560,1495417680,2.0
1495418700,1495418820,2.0
1495421340,1495421460,2.0
1495422720,1495422840,2.0
1495424280,1495424400,2.0
1495425240,1495425360,2.0
1495434360,1495434480,2.0
1495438200,1495438320,2.0
1495440540,1495440660,2.0
1495446240,1495446360,2.0
1495447140,1495447260,2.0
1495448700,1495448820,2.0
1495457700,1495457820,2.0
1495463400,1495463520,2.0
1495465740,1495465860,2.0
1495470780,1495470900,2.0
1495481340,1495481460,2.0
1495484340,1495484460,2.0
1495485300,1495485420,2.0
1495487880,1495488000,2.0
1495496640,1495496760,2.0
1495498440,1495498560,2.0
1495498920,1495499040,2.0
1495507980,1495508100,2.0
1495509000,1495509120,2.0
1495519920,1495520040,2.0
1495535760,1495535880,2.0
1495539120,1495539240,2.0
1495540680,1495540800,2.0
1495546620,1495546740,2.0
1495559700,1495559820,2.0
1495562880,1495563000,2.0
1495576260,1495576380,2.0
1495576440,1495576620,3.0
1495577940,1495578060,2.0
1495583280,1495583460,3.0
1495584540,1495584660,2.0
1495591140,1495591260,2.0
1495592100,1495592220,2.0
1495593420,1495593540,2.0
1495594080,1495594200,2.0
1495598280,1495598400,2.0
1495599120,1495599240,2.0
1495603440,1495603560,2.0
1495608300,1495608420,2.0
1495610700,1495610820,2.0
1495611120,1495611240,2.0
1495611600,1495611720,2.0
1495613280,1495613400,2.0
1495617960,1495618140,3.0
1495619640,1495619760,2.0
1495628160,1495628280,2.0
1495630320,1495630440,2.0
1495630680,1495630800,2.0
1495637460,1495637580,2.0
1495637700,1495637820,2.0
1495638960,1495639080,2.0
1495639740,1495639860,2.0
1495641360,1495641480,2.0
1495645920,1495646040,2.0
1495654680,1495654800,2.0
1495658760,1495658880,2.0
1495662660,1495662780,2.0
1495667220,1495667340,2.0
1495669080,1495669200,2.0
1495671720,1495671840,2.0
1495680240,1495680360,2.0
1495685340,1495685460,2.0
1495686720,1495686840,2.0
1495693620,1495693740,2.0
1495694700,1495694820,2.0
1495697760,1495697880,2.0
1495702380,1495702500,2.0
1495706100,1495706220,2.0
1495708620,1495708740,2.0
1495710720,1495710840,2.0
1495714020,1495714140,2.0
1495716480,1495716600,2.0
1495721940,1495722060,2.0
1495729200,1495729320,2.0
1495730340,1495730460,2.0
1495730940,1495731060,2.0
1495735500,1495735620,2.0
1495737840,1495737960,2.0
1495738980,1495739100,2.0
1495740720,1495740840,2.0
1495741380,1495741500,2.0
1495742460,1495742580,2.0
1495745100,1495745220,2.0
1495745460,1495745580,2.0
1495746840,1495746960,2.0
1495750440,1495750560,2.0
1495751220,1495751340,2.0
1495754160,1495754280,2.0
1495756860,1495756980,2.0
1495757880,1495758000,2.0
1495758900,1495759020,2.0
1495759140,1495759260,2.0
1495759440,1495759560,2.0
1495771140,1495771260,2.0
1495776360,1495776480,2.0
1495780140,1495780260,2.0
1495784880,1495785000,2.0
1495788240,1495788360,2.0
1495788480,1495788600,2.0
1495791360,1495791480,2.0
1495793280,1495793400,2.0
1495795620,1495795740,2.0
1495800780,1495800900,2.0
1495802760,1495802880,2.0
1495803060,1495803180,2.0
1495807500,1495807620,2.0
1495808220,1495808340,2.0
1495813440,1495813560,2.0
1495819200,1495819320,2.0
1495819380,1495819500,2.0
1495823280,1495823400,2.0
1495828380,1495828500,2.0
1495828920,1495829040,2.0
1495836780,1495836900,2.0
1495841820,1495841940,2.0
1495847280,1495847400,2.0
1495848060,1495848180,2.0
1495849680,1495849800,2.0
1495851960,1495852080,2.0
1495855800,1495855920,2.0
1495857540,1495857660,2.0
1495858020,1495859040,17.0
1495859040,1495860300,21.0
1495863240,1495863360,2.0
1495863420,1495863540,2.0
1495866120,1495866240,2.0
1495867200,1495867320,2.0
1495869000,1495869120,2.0
1495869600,1495869780,3.0
1495871520,1495871640,2.0
1495872240,1495872360,2.0
1495872480,1495872600,2.0
1495877400,1495877520,2.0
1495879800,1495879920,2.0
1495881180,1495881300,2.0
1495881900,1495882020,2.0
1495882920,1495883040,2.0
1495886820,1495886940,2.0
1495893120,1495893240,2.0
1495894320,1495894440,2.0
1495896480,1495896600,2.0
1495897500,1495897620,2.0
1495904160,1495904280,2.0
1495907280,1495907400,2.0
1495917240,1495917360,2.0
1495918020,1495918140,2.0
1495922580,1495922700,2.0
1495923720,1495923840,2.0
1495925160,1495925280,2.0
1495926480,1495926600,2.0
1495927500,1495927620,2.0
1495927620,1495927740,2.0
1495927740,1495927860,2.0
1495935660,1495935780,2.0
1495937340,1495937460,2.0
1495941840,1495941960,2.0
1495946280,1495946400,2.0
1495950420,1495950540,2.0
1495952640,1495952760,2.0
1495953840,1495953960,2.0
1495954680,1495954800,2.0
1495958100,1495958220,2.0
1495959420,1495959540,2.0
1495962660,1495962780,2.0
1495967100,1495967220,2.0
1495969320,1495969440,2.0
1495970220,1495970340,2.0
1495973400,1495973520,2.0
1495977660,1495977780,2.0
1495980720,1495980900,3.0
1495981080,1495981200,2.0
1495981620,1495981740,2.0
1495981800,1495981920,2.0
1495983300,1495983420,2.0
1495983600,1495983720,2.0
1495984680,1495984800,2.0
1495988280,1495988400,2.0
1495990740,1495990860,2.0
1495992360,1495992480,2.0
1495995240,1495995360,2.0
1495997280,1495997400,2.0
1495998600,1495998720,2.0
1496002620,1496002740,2.0
1496005680,1496005800,2.0
1496005800,1496005920,2.0
1496012220,1496012340,2.0
1496013840,1496013960,2.0
1496013960,1496014080,2.0
1496014800,1496014920,2.0
1496016780,1496016900,2.0
1496020740,1496020860,2.0
1496021040,1496021160,2.0
1496022000,1496022120,2.0
1496023800,1496023920,2.0
1496026860,1496026980,2.0
1496032800,1496032920,2.0
1496037960,1496038080,2.0
1496038260,1496038380,2.0
1496044800,1496044920,2.0
1496053860,1496053980,2.0
1496062620,1496062740,2.0
1496062980,1496063100,2.0
1496067180,1496067300,2.0
1496070900,1496071020,2.0
1496072100,1496072220,2.0
1496073480,1496073600,2.0
1496078760,1496078880,2.0
1496080560,1496080680,2.0
1496081580,1496081700,2.0
1496086740,1496086860,2.0
1496086920,1496087040,2.0
1496088240,1496088360,2.0
1496090460,1496090580,2.0
1496100120,1496100240,2.0
1496101740,1496101860,2.0
1496104560,1496104680,2.0
1496105640,1496105760,2.0
1496106660,1496106780,2.0
1496108100,1496108220,2.0
1496109840,1496110020,3.0
1496110800,1496110920,2.0
1496112420,1496112540,2.0
1496120460,1496120580,2.0
1496126940,1496127060,2.0
1496127060,1496127180,2.0
1496138520,1496138640,2.0
1496139000,1496139120,2.0
1496140260,1496140380,2.0
1496143260,1496143380,2.0
1496145300,1496145420,2.0
1496148960,1496149080,2.0
1496152380,1496152500,2.0
1496156280,1496156400,2.0
1496157000,1496157120,2.0
1496157300,1496157420,2.0
1496159640,1496159760,2.0
1496159820,1496159940,2.0
1496161920,1496162040,2.0
1496163900,1496164020,2.0
1496166720,1496166840,2.0
1496169540,1496169660,2.0
1496174820,1496174940,2.0
1496178000,1496178120,2.0
1496179140,1496179260,2.0
1496180700,1496180820,2.0
1496182860,1496182980,2.0
1496183700,1496183820,2.0
1496185020,1496185140,2.0
1496186460,1496186580,2.0
1496186640,1496186760,2.0
1496187960,1496188080,2.0
1496190120,1496190240,2.0
1496192340,1496192460,2.0
1496193000,1496193120,2.0
1496193420,1496193540,2.0
1496193840,1496193960,2.0
1496196480,1496196600,2.0
1496201280,1496201400,2.0
1496212560,1496212680,2.0
1496216460,1496216580,2.0
1496219220,1496219340,2.0
1496219400,1496219520,2.0
1496219580,1496219700,2.0
1496219820,1496219940,2.0
1496227680,1496227800,2.0
1496229120,1496229240,2.0
1496235840,1496235960,2.0
1496237100,1496237280,3.0
1496237280,1496237400,2.0
1496241240,1496241360,2.0
1496244480,1496244600,2.0
1496244720,1496244840,2.0
1496245980,1496246100,2.0
1496246460,1496246580,2.0
1496247720,1496247840,2.0
1496250840,1496250960,2.0
1496256480,1496256600,2.0
1496259360,1496259480,2.0
1496260320,1496260440,2.0
1496264580,1496264700,2.0
1496264940,1496265060,2.0
1496265540,1496265660,2.0
1496270280,1496270400,2.0
1496273340,1496273460,2.0
1496273520,1496273640,2.0
1496277060,1496277180,2.0
1496277240,1496277360,2.0
1496281020,1496281140,2.0
1496281560,1496281680,2.0
1496282640,1496282760,2.0
1496286000,1496286120,2.0
1496289660,1496289780,2.0
1496290320,1496290440,2.0
1496291820,1496291940,2.0
1496292180,1496292300,2.0
1496294760,1496294880,2.0
1496297340,1496297460,2.0
1496297580,1496297700,2.0
1496301180,1496301300,2.0
1496301300,1496301420,2.0
1496302440,1496302560,2.0
1496310720,1496310840,2.0
1496313840,1496313960,2.0
1496315880,1496316000,2.0
1496317380,1496317500,2.0
1496317560,1496317680,2.0
1496320560,1496320680,2.0
1496322900,1496323020,2.0
1496323620,1496323740,2.0
1496324820,1496324940,2.0
1496330340,1496330460,2.0
1496331060,1496331180,2.0
1496335800,1496335920,2.0
1496337600,1496337720,2.0
1496339940,1496340060,2.0
1496342700,1496342820,2.0
1496345100,1496345220,2.0
1496346300,1496346420,2.0
1496346840,1496347020,3.0
1496351820,1496351940,2.0
1496353500,1496353620,2.0
1496353620,1496353740,2.0
1496353800,1496353920,2.0
1496359800,1496359920,2.0
1496363460,1496363580,2.0
1496363760,1496363880,2.0
1496364840,1496365020,3.0
1496365500,1496365620,2.0
1496371140,1496371260,2.0
1496373600,1496373720,2.0
1496376180,1496376300,2.0
1496382540,1496382660,2.0
1496384880,1496385000,2.0
1496386020,1496386140,2.0
1496388180,1496388300,2.0
1496388840,1496388960,2.0
1496392320,1496392440,2.0
1496393460,1496393580,2.0
1496398860,1496399040,3.0
1496406840,1496406960,2.0
1496409900,1496410020,2.0
1496411400,1496411520,2.0
1496412120,1496412240,2.0
1496415900,1496416020,2.0
1496419020,1496419140,2.0
1496420460,1496420580,2.0
1496422740,1496422860,2.0
1496425500,1496425680,3.0
1496427240,1496427360,2.0
1496428320,1496428440,2.0
1496430180,1496430300,2.0
1496432520,1496432640,2.0
1496437860,1496437980,2.0
1496438400,1496438520,2.0
1496439540,1496439660,2.0
1496439780,1496439900,2.0
1496444160,1496444280,2.0
1496448240,1496448360,2.0
1496449260,1496449380,2.0
1496450460,1496450580,2.0
1496450640,1496450760,2.0
1496458800,1496458920,2.0
1496460480,1496460600,2.0
1496460660,1496460780,2.0
1496461200,1496461320,2.0
1496464920,1496465040,2.0
1496465940,1496466060,2.0
1496467380,1496467500,2.0
1496469120,1496469240,2.0
1496469780,1496469900,2.0
1496470620,1496470740,2.0
1496472360,1496472480,2.0
1496474820,1496474940,2.0
1496481120,1496481240,2.0
1496482200,1496482320,2.0
1496482860,1496482980,2.0
1496488080,1496488200,2.0
1496492700,1496492820,2.0
1496500260,1496500380,2.0
1496501400,1496501520,2.0
1496505540,1496505660,2.0
1496511780,1496511900,2.0
1496513040,1496513160,2.0
1496513160,1496513280,2.0
1496518260,1496518380,2.0
1496523120,1496523300,3.0
1496524200,1496524320,2.0
1496526600,1496526720,2.0
1496526720,1496526840,2.0
1496540400,1496540520,2.0
1496541900,1496542020,2.0
1496542080,1496542200,2.0
1496543100,1496543220,2.0
1496546220,1496546340,2.0
1496549940,1496550060,2.0
1496552640,1496552760,2.0
1496552940,1496553060,2.0
1496553960,1496554080,2.0
1496555340,1496555460,2.0
1496555580,1496555700,2.0
1496559120,1496559240,2.0
1496565300,1496565420,2.0
1496566560,1496566680,2.0
1496567280,1496567400,2.0
1496569860,1496569980,2.0
1496571480,1496571600,2.0
1496575380,1496575500,2.0
1496575920,1496576040,2.0
1496576100,1496576220,2.0
1496577060,1496577180,2.0
1496581140,1496581260,2.0
1496582040,1496582160,2.0
1496582340,1496582460,2.0
1496582880,1496583000,2.0
1496583600,1496583720,2.0
1496585760,1496585880,2.0
1496586600,1496586720,2.0
1496587440,1496587560,2.0
