begin,end,sub
1470273900,1470274800,3.0
1470284100,1470284700,2.0
1470286200,1470286800,2.0
1470346500,1470347100,2.0
1470347700,1470348300,2.0
1470351900,1470352500,2.0
1470356700,1470357300,2.0
1470357300,1470357900,2.0
1470358500,1470359100,2.0
1470359700,1470360300,2.0
1470360300,1470360900,2.0
1470370500,1470371100,2.0
1470389700,1470390600,3.0
1470473400,1470474000,2.0
1470474600,1470475200,2.0
1470478200,1470478800,2.0
1470478800,1470479400,2.0
1470480000,1470480600,2.0
1470483600,1470484200,2.0
1470487800,1470488400,2.0
1470489000,1470489600,2.0
1470492000,1470492600,2.0
1470493800,1470494400,2.0
1470595500,1470596100,2.0
1470598500,1470599100,2.0
1470599700,1470600300,2.0
1470600900,1470601500,2.0
1470604500,1470605100,2.0
1470606300,1470606900,2.0
1470608700,1470609300,2.0
1470611100,1470611700,2.0
1470618900,1470619500,2.0
1470619500,1470620100,2.0
1470728400,1470729000,2.0
1470729000,1470729600,2.0
1470732000,1470732600,2.0
1470742800,1470743400,2.0
1470745200,1470745800,2.0
1470745800,1470746400,2.0
1470747000,1470747600,2.0
1470748800,1470749400,2.0
1470839100,1470839700,2.0
